Date,Open,High,Low,Close,Adj Close,Volume
2013-02-13,80.820000,80.910004,80.820000,80.910004,80.824722,300
2013-02-14,80.980003,80.980003,80.970001,80.980003,80.894646,300
2013-02-15,80.889999,80.889999,80.790001,80.889999,80.804741,700
2013-02-19,80.870003,81.000000,80.870003,81.000000,80.914619,46900
2013-02-20,80.940002,80.940002,80.779999,80.779999,80.694855,6400
2013-02-21,80.830002,80.839996,80.830002,80.839996,80.754791,200
2013-02-22,80.889999,80.889999,80.879997,80.879997,80.794746,300
2013-02-25,80.940002,80.940002,80.860001,80.860001,80.774765,5400
2013-02-26,80.849998,80.849998,80.849998,80.849998,80.764778,100
2013-02-27,80.730003,80.730003,80.730003,80.730003,80.644913,200
2013-02-28,80.779999,80.779999,80.769997,80.769997,80.684860,200
2013-03-01,80.769997,80.769997,80.769997,80.769997,80.684860,0
2013-03-04,80.269997,80.269997,80.220001,80.220001,80.135445,700
2013-03-05,80.459999,80.459999,80.459999,80.459999,80.375198,200
2013-03-06,80.459999,80.459999,80.459999,80.459999,80.375198,0
2013-03-07,80.459999,80.459999,80.459999,80.459999,80.375198,0
2013-03-08,80.459999,80.459999,80.459999,80.459999,80.375198,0
2013-03-11,80.019997,80.050003,80.019997,80.050003,79.965630,600
2013-03-12,80.120003,80.120003,80.120003,80.120003,80.035553,4200
2013-03-13,80.120003,80.120003,80.120003,80.120003,80.035553,0
2013-03-14,80.110001,80.110001,80.110001,80.110001,80.025558,700
2013-03-15,80.139999,80.139999,80.139999,80.139999,80.055527,400
2013-03-18,80.050003,80.070000,80.050003,80.070000,79.985611,200
2013-03-19,80.070000,80.070000,80.070000,80.070000,79.985611,0
2013-03-20,79.900002,79.900002,79.900002,79.900002,79.815788,100
2013-03-21,79.900002,79.900002,79.900002,79.900002,79.815788,0
2013-03-22,80.019997,80.019997,80.010002,80.010002,79.925667,5000
2013-03-25,80.010002,80.010002,80.010002,80.010002,79.925667,0
2013-03-26,80.410004,80.470001,80.410004,80.470001,80.385185,1400
2013-03-27,80.470001,80.470001,80.470001,80.470001,80.385185,0
2013-03-28,80.500000,80.500000,80.500000,80.500000,80.415154,800
2013-04-01,80.500000,80.500000,80.500000,80.500000,80.415154,100
2013-04-02,80.690002,80.690002,80.599998,80.599998,80.515045,400
2013-04-03,80.720001,80.720001,80.720001,80.720001,80.634933,600
2013-04-04,80.470001,80.470001,80.459999,80.470001,80.385185,10000
2013-04-05,80.470001,80.470001,80.470001,80.470001,80.385185,0
2013-04-08,80.480003,80.540001,80.480003,80.540001,80.455109,10300
2013-04-09,80.629997,80.660004,80.629997,80.629997,80.545006,4600
2013-04-10,80.760002,80.779999,80.760002,80.760002,80.674873,11800
2013-04-11,80.940002,80.940002,80.889999,80.889999,80.804741,300
2013-04-12,80.970001,80.970001,80.970001,80.970001,80.884659,200
2013-04-15,80.949997,80.989998,80.820000,80.830002,80.744804,4300
2013-04-16,80.930000,80.930000,80.910004,80.930000,80.844696,2500
2013-04-17,81.070000,81.070000,81.000000,81.000000,80.914619,3700
2013-04-18,81.000000,81.000000,81.000000,81.000000,80.914619,300
2013-04-19,80.989998,80.989998,80.900002,80.900002,80.814735,900
2013-04-22,80.910004,80.910004,80.690002,80.699997,80.614937,14600
2013-04-23,80.470001,80.470001,80.470001,80.470001,80.385185,300
2013-04-24,80.540001,80.540001,80.500000,80.500000,80.415154,1900
2013-04-25,80.500000,80.500000,80.500000,80.500000,80.415154,0
2013-04-26,80.930000,80.930000,80.930000,80.930000,80.844696,1200
2013-04-29,81.099998,81.099998,81.070000,81.070000,80.984550,300
2013-04-30,81.129997,81.139999,81.120003,81.120003,81.034492,7900
2013-05-01,81.089996,81.089996,81.089996,81.089996,81.004524,1600
2013-05-02,81.199997,81.199997,80.940002,80.970001,80.884659,2900
2013-05-03,80.970001,80.970001,80.970001,80.970001,80.884659,0
2013-05-06,81.199997,81.199997,81.199997,81.199997,81.114403,100
2013-05-07,80.930000,81.099998,80.930000,81.099998,81.014511,1200
2013-05-08,81.449997,81.449997,81.449997,81.449997,81.364143,100
2013-05-09,81.559998,81.559998,81.080002,81.080002,80.994545,5700
2013-05-10,80.800003,80.800003,80.650002,80.650002,80.564987,700
2013-05-13,80.510002,80.580002,80.510002,80.519997,80.435127,1600
2013-05-14,80.519997,80.519997,80.519997,80.519997,80.435127,0
