,Date,Open,High,Low,Close,SMA50,SMA100,SMA200,Vol,daily_change,3m_change,6m_change,1y_change,3m_target,6m_target,1y_target,all_target,above_sma50,above_sma100,above_sma200,pos_volatility,vol_class,pos_out,neg_out,pos_out_aboveSMA50,pos_out_aboveSMA100,pos_out_aboveSMA200,neg_out_aboveSMA50,neg_out_aboveSMA100,neg_out_aboveSMA200
43,2016-03-10,727.7899780273401,736.5399780273401,723.2899780273401,732.1699829101599,733.4783984375,742.9794989013674,683.3069979858401,2230800,1.7346,1.5,10.4,15.7,1,1,1,1,0,0,1,1,3,1,0,0,0,1,0,0,0
44,2016-03-11,739.95001220703,744.9000244140599,736.70001220703,744.8699951171901,732.4965979003906,743.474998779297,684.2600979614259,1769000,0.7209,-0.3,8.5,13.700000000000001,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
45,2016-03-14,744.96997070312,754.26000976562,743.65997314453,750.23999023438,731.6953979492189,743.9778985595705,685.2403979492191,1641200,0.044000000000000004,-2.4,6.5,14.299999999999999,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
46,2016-03-15,746.02001953125,753.01000976562,742.84002685547,750.57000732422,731.1465979003908,744.6835986328126,686.2666479492189,1491600,0.9046000000000001,-2.5,6.4,14.799999999999999,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
47,2016-03-16,749.04998779297,759.0,746.5,757.3599853515599,731.1049975585939,745.5391986083986,687.3073977661135,1465300,0.1479,-3.2,5.5,14.2,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
48,2016-03-17,757.6500244140599,765.34002685547,757.3599853515599,758.47998046875,731.0439965820312,746.3125982666018,688.330047607422,2228200,-0.40480000000000005,-3.5000000000000004,4.0,14.000000000000002,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
49,2016-03-18,761.6300048828099,762.1400146484401,751.82000732422,755.40997314453,730.9655957031251,746.6733978271486,689.3306475830082,2811100,0.8936,-4.1000000000000005,4.6,14.499999999999998,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
50,2016-03-21,753.90997314453,763.34002685547,751.27001953125,762.15997314453,731.3887951660158,746.9837976074218,690.3829974365236,1438700,-0.2768,-7.3999999999999995,4.3999999999999995,14.099999999999998,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
51,2016-03-22,758.4400024414099,765.0,757.8800048828099,760.04998779297,731.9715954589846,747.2560974121094,691.4355972290041,1104800,-0.3276,-7.1,4.6,14.799999999999999,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
52,2016-03-23,763.3499755859401,765.3900146484401,756.03002929688,757.5599975585901,732.4613952636719,747.4624975585938,692.5059973144532,1233900,-0.359,-6.4,5.0,14.6,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
53,2016-03-24,751.20001220703,757.5599975585901,750.5,754.84002685547,732.6513952636719,747.5623980712891,693.5693975830081,1555800,-0.2067,-5.8999999999999995,6.0,15.0,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
54,2016-03-28,756.1699829101599,758.29998779297,752.0399780273401,753.28002929688,733.3255957031248,747.7212982177734,694.5727978515628,1083800,1.6740000000000002,-9.6,6.6000000000000005,11.5,0,1,1,0,1,1,1,0,3,1,0,1,1,1,0,0,0
55,2016-03-29,753.67999267578,767.17999267578,748.2899780273401,765.8900146484401,734.0155957031249,747.9027984619139,695.6520480346682,2003100,0.3199,-11.1,4.8,9.0,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
56,2016-03-30,768.2100219726599,777.3099975585901,767.5800170898401,768.34002685547,735.1725964355468,748.0979986572264,696.7563983154298,2019800,-0.7080000000000001,-10.0,4.5,9.1,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
57,2016-03-31,768.34002685547,769.0800170898401,758.25,762.9000244140599,736.0489965820311,748.1738989257811,697.8558984375002,1627700,0.8874,-8.9,6.3,9.9,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
58,2016-04-01,757.15997314453,770.0399780273401,755.20001220703,769.6699829101599,737.0711962890625,748.2638989257813,698.9798983764648,1583700,-0.5912,-8.6,5.2,8.9,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
59,2016-04-04,769.51000976562,772.4400024414099,761.7899780273401,765.1199951171901,737.8401965332031,748.2990991210936,700.0724984741211,1346200,-0.8560999999999999,-7.9,4.6,11.0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
60,2016-04-05,758.1300048828099,762.8699951171901,755.5999755859401,758.57000732422,738.1023962402344,748.3370989990234,701.0844485473633,1223900,1.2524,-7.1,5.5,11.799999999999999,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
61,2016-04-06,757.84002685547,768.4199829101599,756.29998779297,768.07000732422,738.791396484375,748.4351989746094,702.1371984863281,1265600,-1.0351000000000001,-8.200000000000001,4.2,11.5,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
62,2016-04-07,765.32000732422,769.3599853515599,757.5,760.1199951171901,739.3179968261719,748.3838989257811,703.1393984985351,1274900,-0.08549999999999999,-6.7,5.6000000000000005,12.7,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
63,2016-04-08,765.8699951171901,767.1300048828099,755.77001953125,759.46997070312,740.1557958984373,748.4132983398438,704.1197982788087,1171700,-0.2541,-6.9,5.5,12.8,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
64,2016-04-11,765.45001220703,767.21997070312,757.34002685547,757.5399780273401,740.3405957031247,748.5879980468749,705.1146481323244,1588700,0.895,-4.0,7.5,11.600000000000001,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
65,2016-04-12,758.42999267578,764.9199829101599,751.57000732422,764.32000732422,740.3999963378903,748.7269982910154,706.1464981079101,1369400,0.993,-4.9,6.5,10.2,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
66,2016-04-13,770.3099975585901,775.75,764.59002685547,771.90997314453,740.4227954101559,748.9862982177733,707.24074798584,1771300,0.4508,-5.1,5.5,9.0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
67,2016-04-14,775.3599853515599,779.6099853515599,773.21997070312,775.3900146484401,740.3123962402341,749.1400982666015,708.4114480590822,1349600,0.5945,-5.8999999999999995,4.3999999999999995,8.6,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
68,2016-04-15,775.5,780.92999267578,774.92999267578,780.0,740.9247961425781,749.3406982421875,709.6112481689455,1585600,0.9846,-5.7,4.1000000000000005,7.9,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
69,2016-04-18,780.1900024414099,788.54998779297,777.6099853515599,787.67999267578,742.0777954101561,749.4474981689451,710.8331481933595,1677000,-1.4511,-4.3999999999999995,2.4,6.7,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
70,2016-04-19,790.5,790.95001220703,770.27001953125,776.25,743.5275952148437,749.442998046875,711.9776980590822,2197600,-0.17129999999999998,-3.0,3.9,10.2,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
71,2016-04-20,779.15997314453,779.65997314453,771.27001953125,774.9199829101599,744.9427954101562,749.4958978271486,713.1241979980471,1713100,0.6556000000000001,-2.8000000000000003,4.1000000000000005,10.4,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
72,2016-04-21,777.3099975585901,781.67999267578,771.54998779297,780.0,746.5223950195312,749.6032977294923,714.2740478515625,3881400,-5.4141,-2.9000000000000004,5.3,9.6,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
73,2016-04-22,743.90997314453,753.9199829101599,730.3699951171901,737.77001953125,747.1407958984375,749.2612982177736,715.2543978881836,7039900,0.6018,2.3,12.1,15.9,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
74,2016-04-25,735.3499755859401,744.8800048828099,735.0999755859401,742.2100219726599,747.8577966308594,749.0548986816408,716.2421978759767,2472100,-2.2689,2.1,12.6,15.9,1,1,1,1,0,0,1,1,3,0,1,0,0,0,0,0,1
75,2016-04-26,744.4199829101599,745.59002685547,720.32000732422,725.3699951171901,748.2273962402344,748.4706988525392,717.0884979248049,2793200,-0.539,4.3999999999999995,15.2,18.4,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
76,2016-04-27,725.32000732422,727.1500244140599,709.0800170898401,721.4600219726599,748.3037963867188,747.9067993164062,717.8371481323244,3313100,-2.2731999999999997,5.0,15.8,21.8,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
77,2016-04-28,723.2899780273401,729.26000976562,703.20001220703,705.0599975585901,747.7655969238284,747.2753991699219,718.4415481567382,3129500,0.4,8.1,17.5,24.7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
78,2016-04-29,704.1199951171901,712.1099853515599,703.78002929688,707.8800048828099,747.5729968261721,746.5620989990234,719.061148071289,2913900,0.9225000000000001,8.200000000000001,16.1,24.2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
79,2016-05-02,711.9199829101599,715.40997314453,706.3599853515599,714.40997314453,747.4189965820316,745.976298828125,719.6242977905273,1673800,-0.8357,12.1,13.4,24.8,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
80,2016-05-03,712.5,713.3699951171901,707.3300170898401,708.4400024414099,747.0067968750003,745.3092987060545,719.6683978271483,1931000,0.41359999999999997,13.100000000000001,14.299999999999999,30.5,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
81,2016-05-04,706.77001953125,715.04998779297,704.04998779297,711.3699951171901,746.8883972167974,744.7974987792967,719.7610476684569,1708600,0.46950000000000003,12.5,13.900000000000002,31.1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
82,2016-05-05,715.0,717.54998779297,709.45001220703,714.7100219726599,746.7645971679693,744.34419921875,719.8578479003907,1483400,1.4649,11.799999999999999,12.7,30.5,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
83,2016-05-06,712.20001220703,725.98999023438,711.95001220703,725.17999267578,746.6857971191412,744.0917993164062,720.0082479858397,1997600,0.5447,9.9,8.7,28.599999999999998,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
84,2016-05-09,726.70001220703,734.2899780273401,723.5,729.1300048828099,746.7711975097662,743.7576995849611,720.2802481079102,1903700,1.4058,10.4,10.0,30.9,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
85,2016-05-10,734.9600219726599,740.0,731.6099853515599,739.3800048828099,747.21439819336,743.5505993652346,720.703298034668,1631700,-1.1942,8.9,8.5,28.499999999999996,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
86,2016-05-11,740.52001953125,740.79998779297,727.9000244140599,730.54998779297,746.9819982910162,743.0901989746094,721.0646978759765,1491700,-0.3395,10.5,9.8,31.2,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
87,2016-05-12,732.0,735.3699951171901,724.27001953125,728.07000732422,746.7537988281259,742.6725988769531,721.4067480468749,1354700,-0.445,11.0,11.5,31.7,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
88,2016-05-13,726.6199951171901,731.2899780273401,723.51000976562,724.8300170898401,746.6185986328134,742.3523992919922,721.7237481689453,1262200,0.7547,11.5,11.1,32.300000000000004,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
89,2016-05-16,724.32000732422,732.67999267578,720.0,730.29998779297,746.6201989746103,742.0473992919922,722.0524481201172,1126900,-1.3844,10.4,3.1,30.9,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
90,2016-05-17,731.0599975585901,735.8499755859401,718.0,720.1900024414099,746.767999267579,741.5779992675781,722.3658981323242,1670200,0.2208,11.899999999999999,4.6,32.6,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
91,2016-05-18,718.5,725.57000732422,715.02001953125,721.78002929688,746.9329992675789,741.1106994628906,722.6511984252929,1626800,-0.8964,11.0,4.3999999999999995,32.9,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
92,2016-05-19,718.29998779297,720.5,710.3099975585901,715.3099975585901,746.73099975586,740.6053991699218,722.9213482666015,1529900,0.8947,12.6,8.4,34.1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
93,2016-05-20,716.4600219726599,727.70001220703,715.01000976562,721.7100219726599,746.5218005371099,740.0000994873047,723.1634484863281,1739900,-0.618,11.200000000000001,8.1,32.9,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
94,2016-05-23,719.97998046875,723.5,716.9400024414099,717.25,745.9694006347659,739.2329992675782,723.3989483642578,1240800,2.2001,11.1,9.4,32.5,1,1,1,1,0,0,0,1,3,1,0,0,0,0,0,0,0
95,2016-05-24,719.8499755859401,734.20001220703,719.6500244140599,733.03002929688,745.625201416016,738.6602996826172,723.7421484374998,1894200,0.6916,8.7,7.1,30.2,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
96,2016-05-25,735.0,739.8900146484401,732.5999755859401,738.0999755859401,745.3758007812504,738.2611993408203,724.1169482421874,1610800,-0.1585,7.9,6.3,30.599999999999998,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
97,2016-05-26,736.0,741.0999755859401,733.0,736.92999267578,744.9672009277348,738.036099243164,724.3500982666014,1360100,1.4479,7.7,6.5,30.8,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
98,2016-05-27,737.51000976562,747.90997314453,737.01000976562,747.5999755859401,744.7496008300785,737.8967987060547,724.6307482910156,1740100,0.16720000000000002,5.800000000000001,4.2,28.999999999999996,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
99,2016-05-31,748.76000976562,753.47998046875,745.57000732422,748.8499755859401,744.6184008789066,737.7919982910156,724.9424481201172,2124200,-0.0521,6.3,4.9,32.6,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
100,2016-06-01,748.46997070312,751.3699951171901,744.34002685547,748.4600219726599,744.3444018554693,737.8665985107422,725.2378982543945,1039400,-0.5598,5.800000000000001,5.0,33.1,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
101,2016-06-02,746.0999755859401,747.29998779297,737.0,744.27001953125,744.028802490235,738.0001989746094,725.488698425293,1695800,-1.13,6.1,6.1,33.800000000000004,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
102,2016-06-03,741.48999023438,741.48999023438,733.90997314453,735.8599853515599,743.5948022460943,738.0280987548828,725.724348449707,1230400,-0.7882,7.5,5.4,35.4,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
103,2016-06-06,738.5,738.5,728.2899780273401,730.0599975585901,743.0992016601568,737.8752984619141,725.9044485473632,1499600,0.1411,10.7,6.6000000000000005,35.4,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
104,2016-06-07,733.27001953125,736.7100219726599,730.79998779297,731.09002685547,742.6554016113287,737.9904986572265,726.1624987792969,1215700,1.6195000000000002,10.5,6.4,36.3,1,1,1,1,0,0,1,1,3,1,0,0,0,1,0,0,0
105,2016-06-08,739.5,743.8099975585901,735.77001953125,742.92999267578,742.1962011718756,738.1058984374998,726.6569985961916,1615700,-0.0552,8.799999999999999,4.8,35.099999999999994,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
106,2016-06-09,737.07000732422,743.92999267578,736.5,742.52001953125,741.6798010253912,738.4261987304686,727.27904876709,959000,-1.2565,8.799999999999999,4.5,35.199999999999996,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
107,2016-06-10,735.95001220703,739.6400146484401,730.51000976562,733.1900024414099,741.0856005859381,738.5672985839843,727.8826489257813,1452500,-0.1787,9.5,7.9,36.9,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
108,2016-06-13,729.82000732422,739.0,729.82000732422,731.8800048828099,740.3298010253912,738.7004986572264,728.2433489990236,1167700,0.1872,9.1,10.4,37.2,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
109,2016-06-14,729.3099975585901,736.0,726.5,733.25,739.6924011230475,738.766298828125,728.5697988891603,1329200,-0.1446,8.9,10.2,32.300000000000004,1,1,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0
110,2016-06-15,734.9199829101599,737.1500244140599,731.3099975585901,732.1900024414099,739.164801025391,738.6335986328126,728.9322988891603,1161700,-1.0844,7.7,10.299999999999999,31.4,1,1,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0
111,2016-06-16,727.9600219726599,730.3900146484401,715.5399780273401,724.25,738.2884008789065,738.5398986816406,729.3144488525392,2250100,-2.7615,9.1,12.6,32.800000000000004,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0
112,2016-06-17,721.3900146484401,721.3900146484401,701.1199951171901,704.25,737.1710009765628,738.2444989013671,729.6878988647461,4113100,0.267,13.8,16.1,36.6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
113,2016-06-20,710.3099975585901,715.8699951171901,705.40997314453,706.1300048828099,736.1042016601568,738.1299987792969,729.9939990234376,2282700,0.38939999999999997,12.6,15.1,36.0,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
114,2016-06-21,710.04998779297,715.3800048828099,704.65997314453,708.8800048828099,735.1310021972662,737.7357989501953,730.3531491088869,1515900,0.22430000000000003,12.2,14.6,35.199999999999996,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
115,2016-06-22,714.04998779297,714.2100219726599,705.8800048828099,710.46997070312,734.0540014648442,737.2269989013672,730.7606988525392,1452900,0.6193,12.6,14.399999999999999,37.3,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
116,2016-06-23,710.54998779297,714.8800048828099,700.25,714.8699951171901,732.9132019042974,736.6679986572266,731.1156488037111,2125000,-4.1504,12.6,14.000000000000002,36.4,1,1,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0
117,2016-06-24,690.1699829101599,705.0,684.90997314453,685.20001220703,731.1094018554692,735.7108990478515,731.3245989990235,4771800,-0.5925,19.1,18.5,42.3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
118,2016-06-27,682.48999023438,683.33001708984,672.65997314453,681.14001464844,729.132202148438,735.0284991455079,731.4748989868166,2907300,1.4857,17.8,18.9,43.4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
119,2016-06-28,691.3699951171901,692.73999023438,684.84997558594,691.26000976562,727.2038024902347,734.6407989501954,731.6546990966798,1912300,0.5685,16.1,17.2,42.699999999999996,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
120,2016-06-29,694.26000976562,699.5,692.67999267578,695.1900024414099,725.5826025390628,734.5550988769533,731.8682992553712,2156200,1.1997,16.6,16.5,39.800000000000004,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
121,2016-06-30,697.6500244140599,703.77001953125,694.9000244140599,703.53002929688,724.1548034667973,734.5487994384767,732.0605993652346,2112500,0.9551999999999999,15.1,15.1,38.2,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
122,2016-07-01,705.0999755859401,712.53002929688,703.72998046875,710.25,722.7598034667976,734.6410992431643,732.2842492675782,1549200,-0.7547,13.0,13.3,36.9,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
123,2016-07-05,705.01000976562,708.1199951171901,699.1300048828099,704.8900146484401,722.1022033691413,734.6214996337892,732.4503494262696,1422000,0.5788,13.5,14.6,31.900000000000002,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
124,2016-07-06,699.84002685547,713.0,699.0,708.96997070312,721.4374023437505,734.6475994873049,732.6905993652343,1445100,-0.2412,13.200000000000001,14.000000000000002,29.7,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
125,2016-07-07,710.1099853515599,710.1699829101599,700.6699829101599,707.26000976562,721.0752026367189,734.6512994384767,732.891999511719,1058700,1.4874,13.3,14.2,30.0,1,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
126,2016-07-08,710.5599975585901,717.9000244140599,708.1099853515599,717.78002929688,721.0016027832032,734.652699584961,733.2148995971679,1497300,1.3124,11.899999999999999,12.5,28.1,1,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0
127,2016-07-11,719.4199829101599,728.92999267578,718.8699951171901,727.20001220703,721.4444030761722,734.6050000000002,733.5844497680664,1441100,0.7302000000000001,12.0,13.700000000000001,27.6,1,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0
128,2016-07-12,731.9199829101599,735.5999755859401,727.5,732.51000976562,721.9370031738283,734.7550000000001,733.972449951172,1323400,-0.4137,11.1,12.9,28.4,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0
129,2016-07-13,735.52001953125,735.52001953125,729.02001953125,729.47998046875,722.2384033203128,734.8286999511722,734.4190997314455,1021800,0.8664,11.0,13.4,30.4,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0
130,2016-07-14,733.9400024414099,736.1400146484401,730.59002685547,735.79998779297,722.785603027344,734.896199951172,734.9768496704103,1070400,-0.0231,10.299999999999999,12.3,29.2,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
131,2016-07-15,741.0,741.0,734.6400146484401,735.6300048828099,723.2708032226564,735.0796002197269,735.5419497680665,1617100,2.3884,9.3,12.8,29.299999999999997,1,1,1,1,1,1,1,0,3,1,0,1,1,1,0,0,0
132,2016-07-18,737.90997314453,755.1400146484401,736.51000976562,753.20001220703,724.0406030273439,735.4026000976565,736.1160998535157,1934900,0.0279,7.1,9.9,28.599999999999998,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
133,2016-07-19,749.8699951171901,756.59002685547,748.48999023438,753.40997314453,724.605202636719,735.64549987793,736.6731497192386,1521800,0.48710000000000003,7.1,9.8,29.7,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
134,2016-07-20,754.04998779297,760.6400146484401,754.04998779297,757.0800170898401,725.1642028808596,735.9677001953129,737.1735998535157,1125100,-0.3527,8.5,9.3,28.9,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
135,2016-07-21,757.0,758.1500244140599,751.52001953125,754.40997314453,725.464802246094,736.3396002197269,737.5872497558595,953100,0.6455,9.6,9.700000000000001,29.4,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
136,2016-07-22,757.32000732422,759.45001220703,752.65997314453,759.28002929688,726.0394030761723,736.510700683594,738.0254498291017,1046000,-0.2318,8.200000000000001,9.2,28.499999999999996,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
137,2016-07-25,757.67999267578,759.82000732422,754.07000732422,757.52001953125,726.6284033203129,736.6911010742192,738.463049926758,1073300,0.0172,10.299999999999999,11.5,31.0,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
138,2016-07-26,757.52001953125,759.26000976562,752.75,757.6500244140599,727.2848034667973,736.9517010498051,738.9163000488282,1189600,0.5701999999999999,10.299999999999999,11.5,31.2,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
139,2016-07-27,758.96997070312,764.45001220703,755.92999267578,761.96997070312,727.9182031250003,737.269201049805,739.3699499511719,1608600,0.5079,8.7,10.8,31.0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
140,2016-07-28,768.84002685547,768.96997070312,759.09002685547,765.84002685547,728.8312036132814,737.7996014404301,739.8170001220703,3673200,3.3297,7.3,10.9,30.4,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0
141,2016-07-29,797.7100219726599,803.9400024414099,790.0,791.34002685547,730.2224035644533,738.5777014160158,740.3578503417971,5090500,1.2130999999999998,3.3000000000000003,8.5,26.200000000000003,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
142,2016-08-01,786.6699829101599,807.48999023438,785.0399780273401,800.9400024414099,731.9350036621097,739.3330017089845,740.9605004882812,3029700,-0.10239999999999999,1.0999999999999999,2.9000000000000004,18.9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
143,2016-08-02,797.3300170898401,802.32000732422,794.53002929688,800.1199951171901,733.503203125,740.0125018310548,741.4960003662111,1996400,-0.15,1.2,3.0,19.8,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
144,2016-08-03,796.46997070312,799.5399780273401,793.02001953125,798.9199829101599,735.1366027832031,740.5530017089844,742.0140002441408,1460300,-0.209,0.8,3.1,18.3,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0
145,2016-08-04,798.23999023438,800.20001220703,793.9199829101599,797.25,736.4210021972656,741.0231018066406,742.5005001831055,1076000,1.2142,-1.0999999999999999,2.9000000000000004,18.6,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
146,2016-08-05,800.1099853515599,807.21997070312,797.8099975585901,806.92999267578,737.7976025390625,741.5867016601562,743.1351501464845,1807300,-0.2107,-3.1,1.0,17.2,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
147,2016-08-08,806.0,807.5999755859401,801.6900024414099,805.22998046875,739.1636022949219,742.0654016113281,743.8023001098633,1221300,0.2794,-0.4,2.0,16.8,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
148,2016-08-09,804.48999023438,813.3300170898401,804.0599975585901,807.47998046875,740.3612023925781,742.5554016113281,744.4339999389648,1607700,0.1251,-0.7000000000000001,1.7999999999999998,17.1,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
149,2016-08-10,807.04998779297,810.8800048828099,806.48999023438,808.48999023438,741.5540026855471,743.0862017822266,744.8797998046877,918500,-0.0359,0.4,1.6,17.0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0
150,2016-08-11,810.46997070312,813.8800048828099,806.0,808.20001220703,742.7488024902342,743.5466021728515,745.2651998901367,1282300,-0.1423,-0.3,2.6,17.0,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
151,2016-08-12,805.09002685547,807.1900024414099,803.6400146484401,807.04998779297,744.0044018554686,744.0166021728515,745.6363497924805,897300,-0.1351,-3.3000000000000003,2.8000000000000003,17.2,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
152,2016-08-15,807.2100219726599,811.3599853515599,804.03002929688,805.9600219726599,745.4064025878906,744.5006024169921,745.981549987793,929800,-0.5918,-6.5,4.1000000000000005,14.6,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
153,2016-08-16,803.5,804.26000976562,797.0,801.1900024414099,746.8290026855469,744.9641021728515,746.2632501220703,1057900,0.528,-6.0,4.7,16.1,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
154,2016-08-17,800.0,805.6300048828099,796.29998779297,805.4199829101599,748.3156018066406,745.4855017089844,746.6033999633789,1066100,-0.33149999999999996,-3.8,4.2,16.6,0,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
155,2016-08-18,805.3599853515599,808.0,801.6300048828099,802.75,749.512001953125,745.8541015625,746.8784500122069,864600,-0.3862,-2.8000000000000003,4.6,17.0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0
156,2016-08-19,799.7899780273401,801.22998046875,796.8800048828099,799.6500244140599,750.6546020507812,746.1672015380859,747.1326000976561,1120800,-0.3376,-1.7000000000000002,4.7,17.4,0,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0
