Date,Open,High,Low,Close,Adj Close,Volume
2018-07-09,95.279999,95.300003,94.120003,94.650002,94.650002,70900
2018-07-10,94.709999,95.180000,94.459999,94.809998,94.809998,82900
2018-07-11,94.610001,94.970001,94.389999,94.410004,94.410004,159000
2018-07-12,94.709999,94.889999,94.290001,94.660004,94.660004,82800
2018-07-13,94.730003,95.160004,94.349998,94.389999,94.389999,126600
2018-07-16,94.260002,94.260002,93.330002,93.910004,93.910004,80100
2018-07-17,94.040001,94.239998,92.949997,93.040001,93.040001,113100
2018-07-18,93.019997,93.269997,92.309998,92.830002,92.830002,142800
2018-07-19,92.660004,94.309998,92.459999,93.919998,93.919998,122500
2018-07-20,93.690002,93.699997,92.760002,93.070000,93.070000,95200
2018-07-23,93.059998,93.089996,92.410004,93.040001,93.040001,79100
2018-07-24,93.050003,93.129997,92.309998,92.519997,92.519997,491700
2018-07-25,92.559998,93.370003,92.559998,93.150002,93.150002,82700
2018-07-26,93.239998,94.010002,93.160004,93.419998,93.419998,259400
2018-07-27,93.660004,93.660004,92.169998,92.290001,92.290001,118800
2018-07-30,92.339996,92.709999,91.720001,92.519997,92.519997,66600
2018-07-31,92.870003,94.629997,92.870003,94.260002,94.260002,758000
2018-08-01,93.769997,94.900002,93.309998,94.800003,94.800003,198800
2018-08-02,94.699997,94.989998,94.260002,94.410004,94.410004,110100
2018-08-03,94.410004,95.540001,94.410004,95.489998,95.489998,101600
2018-08-06,95.519997,95.849998,95.180000,95.339996,95.339996,80100
2018-08-07,95.379997,95.379997,94.660004,95.180000,95.180000,153000
