Date,Open,High,Low,Close,Adj Close,Volume
2004-01-02,54.000000,54.279999,54.000000,54.279999,46.594925,2300
2004-01-05,54.150002,54.150002,53.889999,54.130001,46.466167,3500
2004-01-06,54.040001,54.380001,54.009998,54.299999,46.612103,52800
2004-01-07,53.799999,54.139999,53.730000,54.119999,46.457592,7000
2004-01-08,54.279999,54.279999,53.990002,53.990002,46.345997,5000
2004-01-09,53.830002,53.830002,53.570000,53.590000,46.002621,8700
2004-01-12,53.750000,53.980000,53.630001,53.939999,46.303074,2400
2004-01-13,53.959999,53.959999,53.650002,53.880001,46.251564,3200
2004-01-14,54.080002,54.270000,53.980000,54.209999,46.534836,5100
2004-01-15,54.139999,54.139999,53.740002,53.950001,46.311653,8900
2004-01-16,54.139999,54.279999,54.139999,54.250000,46.569176,3300
2004-01-20,54.029999,54.029999,53.740002,53.740002,46.131393,1800
2004-01-21,53.709999,54.610001,53.709999,54.509998,46.792370,2300
2004-01-22,54.740002,55.209999,54.740002,55.110001,47.307423,38700
2004-01-23,54.980000,55.119999,54.840000,54.880001,47.109974,1800
2004-01-26,54.680000,54.680000,54.340000,54.599998,46.869617,3200
2004-01-27,54.730000,54.730000,54.099998,54.270000,46.586353,40500
2004-01-28,54.139999,54.139999,53.130001,53.130001,45.607746,41900
2004-01-29,52.830002,53.180000,52.689999,53.180000,45.650684,13900
2004-01-30,51.650002,51.770000,51.529999,51.619999,44.311531,23600
2004-02-02,51.599998,51.650002,51.180000,51.320000,44.054031,7400
2004-02-03,50.900002,51.299999,50.900002,51.020000,43.796490,109000
2004-02-04,50.669998,50.799999,50.330002,50.330002,43.204185,53900
2004-02-05,50.730000,50.730000,50.599998,50.630001,43.461685,600
2004-02-06,50.880001,51.599998,50.830002,51.599998,44.294376,27100
2004-02-09,51.830002,51.970001,51.740002,51.740002,44.414551,62400
2004-02-10,51.680000,52.110001,51.509998,52.110001,44.732170,2100
2004-02-11,52.099998,52.410000,52.099998,52.410000,44.989689,1800
2004-02-12,52.310001,52.810001,52.310001,52.599998,45.152790,20700
2004-02-13,52.200001,52.200001,52.200001,52.200001,44.809425,100
2004-02-17,52.049999,52.270000,51.750000,52.200001,44.809425,5500
2004-02-18,51.799999,51.849998,51.799999,51.849998,44.508972,6000
2004-02-19,52.209999,52.299999,51.849998,51.869999,44.526142,5700
2004-02-20,51.639999,51.639999,51.520000,51.630001,44.320129,1200
2004-02-23,51.599998,51.599998,50.980000,50.980000,43.762161,3000
2004-02-24,50.820000,51.110001,50.820000,51.060001,43.830818,35100
