Date,Open,High,Low,Close,Adj Close,Volume
2018-07-09,76.129997,76.910004,76.089996,76.800003,76.800003,11059200
2018-07-10,77.269997,78.000000,77.180000,77.370003,77.370003,11003600
2018-07-11,76.650002,77.120003,75.230003,75.730003,75.730003,19362800
2018-07-12,75.930000,76.349998,75.320000,75.860001,75.860001,12568000
2018-07-13,75.930000,76.720001,75.730003,76.260002,76.260002,11423100
2018-07-16,75.510002,75.879997,74.739998,75.379997,75.379997,11390600
2018-07-17,75.129997,75.500000,74.660004,75.080002,75.080002,9753200
2018-07-18,74.720001,75.239998,73.980003,75.129997,75.129997,15351500
2018-07-19,74.930000,75.470001,74.849998,75.150002,75.150002,16231800
2018-07-20,75.150002,75.320000,74.650002,74.889999,74.889999,10861200
2018-07-23,75.099998,75.150002,74.430000,74.559998,74.559998,7623800
2018-07-24,74.889999,75.940002,74.790001,75.500000,75.500000,10168500
2018-07-25,75.599998,76.320000,75.230003,76.129997,76.129997,11035300
2018-07-26,76.290001,77.099998,76.139999,76.959999,76.959999,12187400
2018-07-27,76.099998,77.029999,76.000000,76.629997,76.629997,12640900
2018-07-30,77.239998,77.559998,76.980003,77.260002,77.260002,11395000
2018-07-31,77.400002,77.610001,76.940002,77.120003,77.120003,11290500
2018-08-01,76.449997,76.480003,75.639999,76.050003,76.050003,11172500
2018-08-02,75.489998,75.779999,75.000000,75.629997,75.629997,9689700
2018-08-03,75.489998,75.629997,74.860001,75.239998,75.239998,7663300
2018-08-06,75.459999,75.879997,75.010002,75.519997,75.519997,8200100
2018-08-07,76.290001,76.500000,75.839996,76.080002,76.080002,11798300
